energy,liveness,speechiness,danceability,valence,uri,genre
0.754,0.379,0.318,0.771,0.817,spotify:track:2iHe4RNM0IzIoPH3dq34jv,funk carioca funk ostentacao
0.0123,0.0949,0.0402,0.257,0.0687,spotify:track:7rvlOw2fPjxbcZSNKifEHq,
0.0746,0.109,0.0452,0.0825,0.0779,spotify:track:72kIC2q0kaOleQ3uCWU6eN,background music calming instrumental
0.00178,0.113,0.0811,0.417,0.546,spotify:track:1ONolOLYjM977hgtqKzXmJ,
0.0323,0.111,0.0375,0.171,0.0351,spotify:track:0Sn8lWeOkc5crNhOus3hw9,
0.0074,0.117,0.0392,0.173,0.0395,spotify:track:2eEmTR3Z7KnbZ6wkctRIjO,
0.0205,0.113,0.0358,0.266,0.107,spotify:track:1mYTROYR85RaiaVEtQztis,background music calming instrumental focus
0.0453,0.104,0.0577,0.193,0.119,spotify:track:55EbjQa4Th0gmzKQdSnMrw,background music
0.0102,0.103,0.0326,0.313,0.0965,spotify:track:3a14Ywse8vF62KNc7zI4wW,background music
0.0291,0.129,0.0448,0.284,0.038,spotify:track:4d4F77AGLne08uoZIyHTwz,
0.0276,0.0971,0.0374,0.206,0.0379,spotify:track:3vAghG2o6zdjgWQikWlYKn,
0.0139,0.128,0.0366,0.0752,0.0748,spotify:track:6LTIZenP15l2VvkvPF2lFM,
0.189,0.101,0.0422,0.2,0.176,spotify:track:0nqtOf7OZfOIKgv2ejTb6P,
0.0115,0.1,0.0452,0.0672,0.0358,spotify:track:24Q4s34r5lTO9bCkdZnNaO,
0.0196,0.0964,0.0446,0.56,0.287,spotify:track:6A72j6HPfF8Y52nPK6BXRk,
0.031,0.135,0.0349,0.224,0.0702,spotify:track:0BWqXtl5RSRWEDfoL2HdV9,
0.00118,0.106,0.0507,0.266,0.461,spotify:track:7JDULs0oIly6dVLDZLUNkd,
0.0498,0.0908,0.0537,0.131,0.0873,spotify:track:1waE1SpgsOgxVcsJio3jOo,
0.0938,0.111,0.0394,0.126,0.0492,spotify:track:6sgixfeGX4201VuiX2kWSz,
0.248,0.128,0.0487,0.095,0.0378,spotify:track:5uRaWRk9tYyyH50xN9dsxH,
0.155,0.115,0.0555,0.241,0.182,spotify:track:6YHg42gULO5UiwXS2QJAmt,
0.00106,0.18,0.0434,0.17,0.0423,spotify:track:6ho42Ki13hVke3brhpCpS5,
0.00449,0.0705,0.0375,0.232,0.0988,spotify:track:72mDETn3Ba8yVewAcqnlqQ,background music
0.0542,0.11,0.0397,0.108,0.035,spotify:track:3uGD7qaTWdiIDQZxnKOXr2,
0.012,0.101,0.0458,0.152,0.0939,spotify:track:6AYzbLak1YhYu5litfcTdV,
0.0402,0.113,0.055,0.0621,0.0362,spotify:track:3rKCZIXrsC7T6XPJhXKAQJ,
0.0453,0.0879,0.0427,0.206,0.0376,spotify:track:13SRYtw5x5Z4OpFUYY4C1k,
0.00235,0.113,0.0415,0.251,0.0896,spotify:track:26S0ebDSZX2BBmDXQhpsrq,
0.0848,0.109,0.0457,0.174,0.0385,spotify:track:6ZOFi1lrqkO23JQHP3rKOg,
0.137,0.106,0.0384,0.0681,0.0389,spotify:track:7iKjrhyjxV7uIwzBB7SqBD,
0.00239,0.091,0.0357,0.0894,0.0859,spotify:track:5h3851Qxv7ASuTSNi4T3oN,
0.0345,0.0905,0.0444,0.159,0.0938,spotify:track:6LJueYS7PEtp9VEnClV0da,
0.0588,0.111,0.0403,0.0827,0.0469,spotify:track:4MzZYs0cRFhnmqhJsxvLZz,
0.00161,0.101,0.0498,0.27,0.117,spotify:track:35Yml7NjICscuKAGuX3iZx,
0.00947,0.118,0.0415,0.162,0.0791,spotify:track:0yMF30FFvzQLlBDhHuwsPd,
0.151,0.116,0.0388,0.331,0.0397,spotify:track:0wfA2oMurJfrGYjLCfGxvV,
0.0268,0.117,0.0383,0.076,0.0392,spotify:track:1HyF8oeszW3S6jH06da7kc,
0.0228,0.129,0.0384,0.202,0.0501,spotify:track:4oFJxQJJJjcEY1jD7H7JsH,
0.153,0.103,0.052,0.0737,0.0619,spotify:track:2mnHERT3I2AP2g4S1V8rXH,
0.00348,0.106,0.0449,0.0794,0.148,spotify:track:5wqIlPSJHeUZn34gcS7KQR,
0.0318,0.128,0.0377,0.296,0.181,spotify:track:0BFGPgLej2COqSzwxKmpkU,
0.0135,0.107,0.0411,0.218,0.0461,spotify:track:111z9TkkoGcVODDNHYRLd2,
0.0269,0.08,0.0425,0.32,0.28,spotify:track:51Q43uqDOTCvY3I6bzG9Hd,
0.0784,0.119,0.0433,0.232,0.0397,spotify:track:01DELyfvCU3ZJUCDGWNfTz,
0.00244,0.107,0.049,0.188,0.0308,spotify:track:2shMUWiutqxULZqBxNbJ9W,
0.0296,0.1,0.0381,0.186,0.0523,spotify:track:667lSDCBFUOfBpnRjW1SHa,
0.0032,0.106,0.0472,0.177,0.125,spotify:track:2Voua6X82CCcgADavNaBwo,
0.0907,0.0947,0.0402,0.17,0.032,spotify:track:5IRmwahDW9Du2lJMpCHeFj,
0.00897,0.129,0.0429,0.071,0.0579,spotify:track:6zgklsgTYXw9pVHY2oOG81,
0.00774,0.0739,0.042,0.094,0.049,spotify:track:6ENapwu75Tswvvf6QTJpOq,
0.00482,0.0992,0.0414,0.167,0.139,spotify:track:6ZWGu34UE99YEf0fRDtVy3,
0.00134,0.107,0.0409,0.134,0.097,spotify:track:0gRNSWEe6X27ggYGdqDT2r,
0.0332,0.108,0.0412,0.102,0.171,spotify:track:7dZchcSQZRcqLs9g5FkbYs,background music
0.0283,0.111,0.042,0.193,0.0728,spotify:track:122GCpWJT3DhLofuVheWNK,
0.0258,0.129,0.0374,0.164,0.0628,spotify:track:7CbuXgOo5AvLuvC8NxbV5j,
0.00391,0.1,0.0409,0.104,0.0929,spotify:track:69zMzxv7BgdLXTauZvOCm3,background music
0.00293,0.0948,0.04,0.223,0.375,spotify:track:1skdG0IokRBAJGHylNqMck,background music calming instrumental
0.00729,0.106,0.0388,0.313,0.0799,spotify:track:0KvgYjNjdjpgjanBhUnSfO,background music
0.00486,0.111,0.0403,0.256,0.058,spotify:track:1pFCkU2BQHr0mJIj05KXSD,
0.00571,0.104,0.04,0.148,0.0521,spotify:track:6cCJLQydZi0hOugxKQPZUZ,
0.228,0.116,0.0363,0.233,0.0641,spotify:track:7L2Jb9DnmWEFFqWRdlfEgz,
0.0541,0.167,0.0398,0.0962,0.0588,spotify:track:71mN9aVMlm4vBZ6YzKPKeR,
0.0367,0.108,0.034,0.222,0.155,spotify:track:3mT4rBTlHe90bcKv7Vq38T,
0.043,0.108,0.0399,0.241,0.0711,spotify:track:2KCD0Kx46ftF8quaA1I0cP,
0.013,0.101,0.0457,0.112,0.07,spotify:track:1DOG1X3H2A6g6WN5ZQTLaR,
0.0493,0.0905,0.0369,0.279,0.0375,spotify:track:2i171UfyH6nG0qqrIdwoCO,background music
0.0234,0.106,0.0378,0.303,0.116,spotify:track:3ge3sVwiK7csDa3QKb9Xqm,
0.00316,0.111,0.0422,0.17,0.0946,spotify:track:4VdLOyYe6ZEyLx0LbYdyvy,
0.00714,0.127,0.041,0.128,0.0399,spotify:track:2h9zGXhmqHZR2uKZyPp6gi,
0.00871,0.0981,0.0383,0.159,0.0399,spotify:track:3Vl7cwxOxYhpgDDpFv7mG7,
0.00362,0.104,0.0417,0.169,0.0537,spotify:track:3eH1JsXzR1sPVBKaQyL5ZY,
0.0291,0.126,0.039,0.139,0.0397,spotify:track:2Wx7l5zsE7N5YQssh32eqq,
0.124,0.0939,0.0321,0.26,0.167,spotify:track:5XpGnwCqMlGFi1x4YdlKFE,
0.0355,0.0996,0.0414,0.107,0.0817,spotify:track:3TCIHrNMw2vupAQfg3krlO,
0.0188,0.122,0.0423,0.19,0.0359,spotify:track:0EOhRvxNkAz4DaSG0AX8Kd,
0.115,0.108,0.04,0.187,0.0395,spotify:track:1I1YHO7tw52jmXsCsXzXAT,background music
0.0255,0.0889,0.0371,0.243,0.0854,spotify:track:19iBXrL3jjNmm4oDaozXWA,background music calming instrumental
0.00524,0.0703,0.0444,0.0951,0.0917,spotify:track:2P05XZMM1Yg3ENIzCEanAj,background music
0.12,0.168,0.0466,0.231,0.111,spotify:track:1OW4jj4TS5ntt671h2LukF,
0.00496,0.101,0.0412,0.245,0.0635,spotify:track:2XwakW5X0FkLa7xGfgDwot,
0.00567,0.104,0.0435,0.126,0.158,spotify:track:4sgncJrSzijkzs0oEEyOcn,
0.00408,0.109,0.042,0.0843,0.04,spotify:track:6GEYh8JguL5MIh5Uz5h0zL,background music
0.000884,0.0862,0.102,0.592,0.27,spotify:track:57bmkxOURTY7Ail1PFWhV6,
0.0337,0.0651,0.0342,0.373,0.152,spotify:track:6q0DliMavBoMl2nUzvCgB8,
0.0188,0.145,0.0506,0.0715,0.0727,spotify:track:3STDQOJdgwSOQRdaAXjCaC,
0.00588,0.118,0.0391,0.203,0.0418,spotify:track:3CkHOquzU3g6ekoYiuo5Fo,background music
0.00272,0.116,0.041,0.201,0.0992,spotify:track:2qHGPanT2ux9hwZDbmPr8t,background music
0.0472,0.086,0.0342,0.209,0.0542,spotify:track:7sJyhrLf0RVjYJex4ZomXU,
0.00213,0.105,0.0432,0.101,0.0604,spotify:track:38FoeSh8Ll0dA5TuflbviN,
0.0416,0.0726,0.0356,0.275,0.036,spotify:track:3TizifrzD8kqNPVej7OgIu,
0.0321,0.086,0.0375,0.185,0.0547,spotify:track:1jap0U96d4528KaolN2nnz,
0.0437,0.0919,0.0388,0.192,0.149,spotify:track:6IXsK0Bht1J6Xq6xlQwUKb,
0.0108,0.103,0.0431,0.169,0.0525,spotify:track:3GJyYi78wUaUZgbrwipcpG,background music
0.0263,0.0911,0.0376,0.142,0.0382,spotify:track:2YmHA1zfrkam6TaO5mkQgZ,background music focus
0.163,0.0932,0.0368,0.0793,0.0347,spotify:track:7gGiPzciQGoxl8NfE5alBj,background music
0.0118,0.108,0.0403,0.111,0.0812,spotify:track:3SwiMJxBE5eqYdbXJBRtiT,
0.00315,0.113,0.0371,0.21,0.102,spotify:track:0X1yIZPqq7RJv3QtSy2W83,
0.036,0.12,0.0417,0.0706,0.093,spotify:track:1SCV472JdWgdTVieHOEale,background music
0.0297,0.0699,0.0465,0.198,0.0523,spotify:track:4pfEpQwqTU5F5YHyoAQ8DS,
0.0111,0.11,0.0406,0.237,0.0491,spotify:track:43LqpYuBzjj34vm01LEvGn,
0.0057,0.0931,0.0423,0.0736,0.0395,spotify:track:3nE5djRtJ8ye65bNGG5j76,
0.0992,0.0969,0.0358,0.061,0.0354,spotify:track:58qIj9EQyodliH0oNe0CBG,
0.148,0.1,0.0529,0.393,0.0387,spotify:track:0iZTYCYfk5UEfm8AEWyEb4,
0.00276,0.101,0.0496,0.158,0.187,spotify:track:1aTm8TO1G472gJR3c4g9Iv,
0.0831,0.0923,0.0403,0.0653,0.0416,spotify:track:0REl0m4yaSf1YJFFU5M3Q7,
0.0223,0.0959,0.0395,0.172,0.0381,spotify:track:2QuojUtKiQ7l8ZQMDelt3s,background music
0.134,0.102,0.0502,0.223,0.11,spotify:track:0T8mD2KTy3PQfiWdHlsEBL,
0.083,0.0843,0.0436,0.0777,0.0394,spotify:track:09g7JMQLhGPspMm1hfeqCc,atmosphere background music chill out focus
0.194,0.11,0.0356,0.121,0.257,spotify:track:6PySB4GoTTMKXhH4Ksaugj,background music calming instrumental focus
0.00271,0.124,0.0477,0.37,0.245,spotify:track:5QfENz96Rk140fmTccgCPa,background music
0.0376,0.111,0.0497,0.0614,0.0337,spotify:track:5mdvqfYB4Efy14X88LtTB5,
0.116,0.133,0.0376,0.117,0.0745,spotify:track:3i9yFRj5GHDs0XclLOVbkL,
0.0205,0.105,0.0484,0.233,0.0262,spotify:track:2mj5YHtlPbn4ojOKTn581M,
0.121,0.0898,0.0352,0.354,0.0506,spotify:track:7j0rOyP9heljOUoUuFTr1Z,
0.0628,0.0865,0.0488,0.241,0.039,spotify:track:3UTIDzn7QvyeU4fl09Wa2B,background music
0.0886,0.1,0.0328,0.287,0.219,spotify:track:4LNHbuE2OgsQeVu0j0q0sO,
0.00336,0.119,0.0396,0.233,0.05,spotify:track:6NTDYbHPwOKpGXQw2WWfLo,background piano
0.0188,0.122,0.0423,0.19,0.0359,spotify:track:7KujAid8IJ07XiTbtWccve,
0.0276,0.0912,0.0334,0.161,0.121,spotify:track:6T2od6U05UjZFPqwh00kKw,
0.018,0.118,0.0419,0.208,0.0833,spotify:track:111mQkL4f8vfUzteOkrzWF,
0.00166,0.0986,0.0408,0.432,0.142,spotify:track:3rjP8xleDXHeCkhlSeLapT,
0.0623,0.0972,0.0408,0.214,0.119,spotify:track:04l3HluciZmU9GehYaJBRF,
0.00272,0.0988,0.0405,0.0778,0.0448,spotify:track:72vxTKMDAc9eh7Nb8wgpHU,
0.00261,0.123,0.0404,0.18,0.163,spotify:track:1FKTWT91DCPwRbWMxK3NZn,
0.0377,0.097,0.0338,0.506,0.0396,spotify:track:2tKMdnAHJX4bP0unhkoNDi,
0.097,0.101,0.0482,0.089,0.195,spotify:track:2aNBp9LFC8M9LG08Emc02A,
0.014,0.113,0.0442,0.182,0.0942,spotify:track:2JvLy4Sn0HHPMDY3zAx3nE,
0.0636,0.122,0.0383,0.286,0.0385,spotify:track:10UIoOEhsy1iX1mYubyw96,
0.0325,0.0882,0.0444,0.192,0.157,spotify:track:2MS0JjmoW9JAu9NmeRYmPO,
0.102,0.115,0.0426,0.289,0.0818,spotify:track:5jYNqiIbNQN4uEkGkmAe6H,
0.0839,0.0899,0.0393,0.146,0.189,spotify:track:27BeHhBtul8uWpNRriw4zS,
0.0701,0.105,0.0397,0.0688,0.0635,spotify:track:2ys5FmFBhMgJeK2oKzG9bB,
0.0423,0.122,0.0377,0.225,0.0788,spotify:track:21aYPXbbkxxulmXdZU8LCN,
0.00844,0.0886,0.0371,0.164,0.106,spotify:track:0Qdj3Fw4Jn71PtIksAuEGD,background music
0.025,0.0924,0.0462,0.309,0.0637,spotify:track:1S252DWEYC5Fy7WfwFeRZF,
0.00185,0.112,0.0488,0.0783,0.0369,spotify:track:1vXutoJkTys1XoWZHymwuM,
0.00241,0.134,0.079,0.391,0.388,spotify:track:3Se2ifaSm69Np4OtyaNNKa,background music
0.0959,0.111,0.0414,0.163,0.305,spotify:track:235v7dHl1bUhimWpF0rGT4,background music
0.088,0.0965,0.046,0.0966,0.0394,spotify:track:3Ad4g7Jvp7B0QlV7XpJYCU,background music
0.00224,0.112,0.0386,0.191,0.0687,spotify:track:2rMvml0pdO4mZYPDtIc1JQ,background music
0.0276,0.0973,0.0424,0.155,0.122,spotify:track:199TOFLcLwoW2knx6OTC0l,zen
0.119,0.104,0.0405,0.369,0.0687,spotify:track:1nwYsdWElwCywLZiY3J1g9,background music chill out
0.00329,0.114,0.0499,0.185,0.071,spotify:track:7zCXE5rdGmk2YzsSWuhO8I,background music
0.0422,0.111,0.0445,0.174,0.0891,spotify:track:1LLLm2nPAEw0F8nREc7mbe,
0.002,0.118,0.0358,0.354,0.097,spotify:track:52tcU3qihtTISeQJz1JFfl,background music
0.00847,0.0983,0.0419,0.165,0.0431,spotify:track:2T9BgAmZQT2dLqllKA5UPj,
0.00988,0.0974,0.0435,0.204,0.0746,spotify:track:6CtgSHDxivSLqi4vjYCUs8,
0.0218,0.101,0.0375,0.208,0.0334,spotify:track:0kCLXSE4bWhVdlUYis6oC5,
0.0259,0.103,0.0369,0.188,0.0625,spotify:track:7hXKIp3IX3nrvHkq34zbMG,atmosphere
0.0017,0.105,0.0447,0.229,0.45,spotify:track:4YhwpzwqfWEt04ki6wLUVk,
0.0363,0.0937,0.0422,0.163,0.0751,spotify:track:5WmNIkqdsm7rQeFowj0lSX,
0.00572,0.122,0.0458,0.296,0.233,spotify:track:3Wt5w2KnJ5oTFtpsbGd2YJ,
0.01,0.115,0.0484,0.493,0.349,spotify:track:7x8ILiGyZAFW3F0rPUPYxm,focus
0.0249,0.112,0.0373,0.188,0.0895,spotify:track:6jJkW2RUsOHCe4hiIk1tED,background music
0.02,0.103,0.0392,0.214,0.0393,spotify:track:58M75fyfarDqc33r3CgWcv,background music focus
0.0147,0.14,0.0358,0.254,0.161,spotify:track:6JgkNnr3q7oT21OPN8HxlF,background music
0.00396,0.108,0.0369,0.234,0.105,spotify:track:12ueCnX0Agcf6dS5SZbjiw,
0.0297,0.111,0.04,0.112,0.0355,spotify:track:2CX5QNXDNwqh87XhaVX9y7,background music calming instrumental focus
0.0576,0.109,0.0383,0.312,0.0873,spotify:track:3aWgBOVyv1dpxkofHDDHGe,background music
0.0719,0.105,0.0359,0.426,0.0713,spotify:track:739tORL5uUtTH2cRpMDTpZ,background music
0.00877,0.0949,0.0418,0.208,0.0396,spotify:track:7arWoSrPeW1uiCGbCu0Igm,background music
0.0619,0.373,0.0421,0.0722,0.0722,spotify:track:10Fb5CydCmYW3lqQGjNb04,background music focus
0.013,0.0994,0.0428,0.142,0.0708,spotify:track:0ek2PwrDkUWRqoaTq6WKDj,background music
0.187,0.0918,0.0414,0.164,0.0377,spotify:track:2hNvIVkTOLl86RJ2i3C72n,background music
0.0113,0.111,0.0433,0.204,0.111,spotify:track:0w1kQy9x8W7yA299gFLhLn,
0.0281,0.105,0.0406,0.18,0.146,spotify:track:5MO30pVBGibQZ4445ipvvf,background music
0.0299,0.104,0.0442,0.23,0.0349,spotify:track:35WZ0k4EdBorlX8Zd3K26o,
0.00894,0.101,0.0446,0.169,0.0639,spotify:track:4TPp6xOTaRNv7AmDQG9oc8,
0.0416,0.112,0.0407,0.163,0.0875,spotify:track:4rmmrBFMAgKPodbKPBIMKp,
0.189,0.0844,0.06,0.152,0.0798,spotify:track:7n9VYCn2kax80iFDnP3owN,
0.00235,0.111,0.042,0.181,0.102,spotify:track:0DKa36fiJjoRInV60vHWry,background music
0.0257,0.0855,0.0427,0.0923,0.103,spotify:track:3TBlhRMVYhU1rF907RC9JG,
0.147,0.0849,0.037,0.224,0.0378,spotify:track:6BHSLFa3gVZQPYHcHsIWAY,
0.0813,0.105,0.0365,0.187,0.0349,spotify:track:435xpWs0hfZnFv9BrDvx6a,
0.0364,0.0993,0.041,0.169,0.0703,spotify:track:7e5Ur524NGQaU3sxbJtbxQ,background music
0.00657,0.112,0.0418,0.125,0.0399,spotify:track:7GJbZjIlTTgaHToArOsck5,
0.00397,0.0815,0.0347,0.27,0.147,spotify:track:1hVJfoKOPYUvpJq7e7FaUb,
0.0742,0.0958,0.0402,0.2,0.0853,spotify:track:3bAtxrkDk2Frq55ebz7gnP,
0.0244,0.0881,0.0391,0.176,0.0932,spotify:track:64zhFuKM4TwZ0dcKogeKAN,
0.0634,0.136,0.0516,0.333,0.45,spotify:track:3SsXxuvEu20CnDg7LUNFDY,compositional ambient focus neo-classical
0.0557,0.115,0.0444,0.195,0.0387,spotify:track:78p1VT3WakXX97qnnRqQGD,background music
0.00512,0.1,0.0419,0.155,0.183,spotify:track:65AHFH7pRxxMrFDsFVH5Hv,background music focus
0.0107,0.136,0.074,0.429,0.142,spotify:track:5jxBweBbPFg53Ozudm6HrC,focus
0.00703,0.106,0.0872,0.733,0.29,spotify:track:2DTi3hxKgiIJE1M9zwWvQB,background music
0.0131,0.0864,0.0405,0.225,0.0762,spotify:track:5ca7B7Qi2gpzPELK9lBab0,background music
0.0163,0.11,0.0488,0.0939,0.0398,spotify:track:1mBe4d92QRRMqN1FQ2cvup,
0.00943,0.116,0.0374,0.281,0.0384,spotify:track:0VZSqwbrOlZxOEakvAQX5a,
0.0402,0.118,0.0435,0.356,0.299,spotify:track:1KDGb7d3PHIOI6bLWgLFfV,
0.00737,0.0788,0.0353,0.223,0.103,spotify:track:6ageUeraq8yY687IBlpeEF,background music
0.0256,0.0866,0.0325,0.452,0.135,spotify:track:2VZD4Jqb0vKeCNPbkqVxLL,
0.00788,0.108,0.037,0.109,0.0388,spotify:track:1AAarJ2ZVp2JNvoRY43V41,
0.0417,0.112,0.034,0.274,0.0613,spotify:track:5I3JZ3zvxKQMdp9rEcGkiR,atmosphere
0.0264,0.0838,0.0422,0.308,0.101,spotify:track:40f4bFrEnG7TBLD7FFRqQj,
0.00844,0.108,0.0801,0.625,0.571,spotify:track:1rAv3gMViglWehdm1baqcF,
0.0611,0.111,0.0342,0.173,0.0389,spotify:track:4p7LooYAQniOpcNLunFnF3,background music background piano calming instrumental focus neo-classical
0.027,0.137,0.0426,0.291,0.177,spotify:track:0LRcLz3D9bHLPPVegJoFZL,
0.0032,0.114,0.0371,0.252,0.0386,spotify:track:3bBGo3Le7RDVWYqA7xkwgy,
0.134,0.0941,0.0374,0.0748,0.0577,spotify:track:3IvRypHZvFCKf6y7H4VLSX,
0.00334,0.108,0.0474,0.0857,0.153,spotify:track:3zElUjNtIsgfRmC0r7ETgB,background music
0.0419,0.0955,0.0343,0.177,0.0664,spotify:track:1PNt244wavcvey9oRuJpC0,
0.0118,0.0909,0.0392,0.12,0.0792,spotify:track:6qFQbumQEjkxZxSOyTBAum,background music
0.00932,0.109,0.0477,0.0721,0.0376,spotify:track:39UJyHvV1KLDiZXAYney8A,
0.0226,0.11,0.0417,0.0982,0.0463,spotify:track:4s9W9B4fY7lZ1wriVJy11V,background music
0.047,0.0642,0.0394,0.165,0.0659,spotify:track:3DEJFS5pJMjFr2zG24oDHt,
0.129,0.302,0.0344,0.144,0.0386,spotify:track:1jGInfpbtnE7UYZfWbXfCy,background music
0.0316,0.108,0.0431,0.253,0.0884,spotify:track:3BT26VlYwls5iE6pXsNpvW,
0.0286,0.0823,0.0352,0.181,0.0505,spotify:track:5o9SpNcnJqJV4Cj9tpnKEo,
0.0872,0.0905,0.0371,0.0951,0.0389,spotify:track:75D9esOK7ASfcREQAvbtql,background music
0.0086,0.113,0.0402,0.195,0.0716,spotify:track:3i066yEKcUByD71IIhr8f5,
0.00357,0.114,0.036,0.119,0.164,spotify:track:4ULNG1akkcpMrHrjIUXsfZ,
0.00533,0.121,0.042,0.327,0.0636,spotify:track:2CVoj73sTbBrfBoQTEk7yO,background music calming instrumental focus
0.0848,0.0924,0.0402,0.222,0.0752,spotify:track:0xEg9liMO4qzuYNR5vedT1,background music
0.0208,0.111,0.0424,0.118,0.0383,spotify:track:1bWhtYViOk0toiEkCizcWr,
0.0352,0.155,0.0608,0.417,0.443,spotify:track:2ZOcIBtmGkwQeL1ZQxhCEy,focus
0.00584,0.103,0.0457,0.388,0.344,spotify:track:5MIyzgrAUZ5TryLLF30hcY,background music background piano calming instrumental focus
0.0855,0.0729,0.0407,0.44,0.0395,spotify:track:1npBONsS8I6x9PUwBVvGKl,background music
0.007,0.0835,0.0414,0.304,0.0759,spotify:track:3ScyefUwfkGi0g6CaCemRc,
0.0197,0.108,0.0353,0.281,0.039,spotify:track:7xD5j8ZCGDAPTTH5EfAVRf,background music
0.0115,0.113,0.0479,0.388,0.0769,spotify:track:6XDyO1ycRcaRfqLgXEDcQZ,background music focus
0.00891,0.111,0.0518,0.326,0.299,spotify:track:6RMjZgsE9IcQZqubTzLtDs,calming instrumental
0.0926,0.114,0.0413,0.216,0.0678,spotify:track:2whahz2VQOrE33jKPo5Wee,background music
0.0373,0.0957,0.0385,0.292,0.291,spotify:track:3MNLhJcidAO44dbDJyB2Vt,background music
0.017,0.108,0.0516,0.353,0.24,spotify:track:1LQsAMbRfl2644biYjwHhz,focus
0.00261,0.116,0.0467,0.402,0.207,spotify:track:2EnuM63zw10S0dKTbvDmhk,background music
0.00141,0.103,0.0483,0.157,0.0342,spotify:track:6BY4VEgqQ0DHcT0JvkssqM,compositional ambient focus
0.0545,0.0601,0.0319,0.158,0.0369,spotify:track:0WqSszW9H3Hu4ucuN3sGlJ,ambient fourth world indie jazz outsider house
0.0301,0.109,0.0381,0.178,0.172,spotify:track:0ivVJooq6VM3NibR2PpWtr,
0.00741,0.112,0.0374,0.25,0.0767,spotify:track:2mXs5X2hDss3gdOAwaWgl7,background music
0.122,0.0923,0.0351,0.237,0.0475,spotify:track:5NRw5ubJI9f9LkzF5QKogC,background music
0.0375,0.102,0.0371,0.158,0.0958,spotify:track:6WPhQfpJOY2elhjJHI27H5,
0.0184,0.103,0.0382,0.148,0.0494,spotify:track:5IaT7YXAiWiW6sl2COCOx6,
0.0304,0.103,0.0446,0.279,0.0461,spotify:track:6JfXcX13YTALa5v3qWLhLJ,
0.112,0.101,0.0441,0.124,0.153,spotify:track:5oDYLuEAn8UGTyyP4k5xhb,background music
0.0802,0.119,0.0408,0.133,0.0671,spotify:track:2YP2Mma2v65P4hHsw7moNm,
0.0887,0.0977,0.0406,0.0626,0.0376,spotify:track:0KwHtkp9chwScdKVpyB2RM,background music
0.155,0.114,0.0381,0.0636,0.0351,spotify:track:5FEqM4v1VJkQyr2N57g8Y1,
0.00144,0.0998,0.0487,0.214,0.0866,spotify:track:1b8hMNOq787OU4lAchJozZ,compositional ambient post-minimalism soundtrack
0.00365,0.117,0.0412,0.0753,0.0468,spotify:track:0RJMCNCnzAePPYHcktJSFK,background music
0.0156,0.0902,0.0381,0.106,0.035,spotify:track:7oer6yNo6fI6Ln1fQnEx2O,
0.0298,0.095,0.0394,0.303,0.0366,spotify:track:564sRJoCWNRZhGf0aMnx5Q,atmosphere background music focus
0.114,0.205,0.0348,0.182,0.18,spotify:track:6uqlR64MywWP2zE0Dj5PlA,
0.078,0.0821,0.0408,0.257,0.0363,spotify:track:7CrQs7YPuFDyKbXFRINkCJ,
0.00679,0.1,0.0447,0.143,0.104,spotify:track:5q2kDGsW09g8BClGCuYrdT,
0.0274,0.108,0.037,0.248,0.156,spotify:track:2fwWL41PZuEciP57NfTE5g,
0.00627,0.103,0.0442,0.49,0.288,spotify:track:4D1df6ORQAATbEjYyDiKav,
0.017,0.15,0.0344,0.278,0.0381,spotify:track:7LnU4vflcZ8fyuFaVxGtuN,
0.0199,0.0897,0.0449,0.41,0.178,spotify:track:0CQskMydQ8AhtKhJUAolvE,background music background piano calming instrumental focus neo-classical
0.147,0.122,0.0379,0.0928,0.0373,spotify:track:1WBlxLvDSLUSVLh42Vel0S,background music chill out
0.431,0.166,0.0411,0.0974,0.0599,spotify:track:7biv5RIAffkj7rYnvKc4NC,background music focus
0.0515,0.106,0.0434,0.155,0.0371,spotify:track:0MAXHRBvH3yjPrmaIk0ela,background music
0.0386,0.103,0.0546,0.54,0.473,spotify:track:02iKyyvlc3gZ8jLY04Mva1,
0.0256,0.108,0.0541,0.248,0.0361,spotify:track:3XZIrkKbfuKGmgFv4m3Gmu,
0.0302,0.0721,0.0369,0.405,0.313,spotify:track:4tJLqa4zHZmoBrkdZu2IFY,
0.0454,0.0793,0.0675,0.517,0.172,spotify:track:2p1PsXzDyK5vpFQueMlOmD,background music
0.11,0.113,0.0366,0.268,0.0387,spotify:track:1dzc28LyRoVaw9FHYcsVx7,background music focus
0.0422,0.0875,0.035,0.181,0.0384,spotify:track:6nJUw7h8liQrCLhqlNTL59,
0.0362,0.114,0.0339,0.17,0.264,spotify:track:0djscTMVix3pGLzMJ3D9X8,
0.0136,0.117,0.0392,0.118,0.0932,spotify:track:3wuEQyST9B3qhPlNymA4Vl,
0.00569,0.0954,0.0445,0.164,0.163,spotify:track:7map9ciIR1obUQ4dOKo9IY,
0.00759,0.113,0.0454,0.175,0.0838,spotify:track:6RuFOroO9VO0aMGEzirLHk,
0.00495,0.146,0.0385,0.24,0.0962,spotify:track:4wwtlq6dqi0ztt989n4yiQ,
0.0222,0.0878,0.0387,0.157,0.038,spotify:track:0p36mcb6dERGP5t7bbYHBr,
0.205,0.105,0.0444,0.178,0.039,spotify:track:0ZeJPTDWrekMCTMrQ4bqtE,
0.0475,0.112,0.0441,0.107,0.0987,spotify:track:7xhxmR9qab96Gou7NsKkPh,background music
